current_zone_idx,total_frames,avg_speed,crash_count,crash_rate
1959.0,34,165.52644,0,0.0
1960.0,43,191.26529,0,0.0
1961.0,111,117.06584,0,0.0
1962.0,23,158.01505,2,8.695652173913043
1963.0,110,152.06625,0,0.0
1964.0,10,158.38599,1,10.0
1965.0,65,158.82455,1,1.5384615384615385
1966.0,79,96.23627,3,3.79746835443038
1967.0,19,185.10005,0,0.0
1968.0,88,153.8279,3,3.4090909090909087
1969.0,60,115.799965,7,11.666666666666666
1970.0,37,199.83533,0,0.0
1971.0,78,101.38417,3,3.8461538461538463
1972.0,35,126.2578,2,5.714285714285714
1973.0,120,146.35513,0,0.0
1974.0,32,84.79697,2,6.25
1975.0,55,128.73593,2,3.6363636363636362
1976.0,84,106.654205,1,1.1904761904761905
1977.0,35,210.39575,0,0.0
1978.0,117,79.51208,31,26.495726495726498
1979.0,94,91.45712,4,4.25531914893617
1980.0,51,202.33134,0,0.0
1981.0,57,75.48275,6,10.526315789473683
1982.0,89,100.958115,2,2.247191011235955
1983.0,116,68.96307,4,3.4482758620689653
1984.0,79,193.74062,0,0.0
1985.0,125,30.382774,74,59.199999999999996
1986.0,345,31.97289,144,41.73913043478261
1987.0,67,161.0962,0,0.0
1988.0,456,30.963713,96,21.052631578947366
1989.0,35,202.16643,0,0.0
1990.0,73,157.49777,1,1.36986301369863
1991.0,132,50.97797,16,12.121212121212121
1992.0,119,68.481705,32,26.89075630252101
1993.0,151,63.443794,47,31.125827814569533
1994.0,333,38.456078,216,64.86486486486487
1995.0,52,126.18644,14,26.923076923076923
1996.0,127,81.03064,6,4.724409448818897
1997.0,105,87.28294,0,0.0
1998.0,196,42.654545,38,19.387755102040817
1999.0,50,201.87086,1,2.0
2000.0,29,194.70338,0,0.0
2001.0,33,209.49231,0,0.0
2002.0,41,193.68512,0,0.0
2003.0,28,142.51013,1,3.571428571428571
2004.0,171,59.68674,41,23.976608187134502
2005.0,41,212.52039,0,0.0
2006.0,39,188.5617,0,0.0
2007.0,26,176.84935,1,3.8461538461538463
2008.0,45,220.57014,0,0.0
2009.0,28,146.88293,0,0.0
2010.0,132,63.132614,0,0.0
2011.0,40,217.27402,0,0.0
2012.0,36,185.59972,1,2.7777777777777777
2013.0,35,209.21887,0,0.0
2014.0,35,137.16373,0,0.0
2015.0,36,213.42053,0,0.0
2016.0,106,68.890305,3,2.8301886792452833
2017.0,52,136.96753,0,0.0
2018.0,53,216.95605,0,0.0
2019.0,71,86.16484,2,2.8169014084507045
2020.0,167,40.003937,66,39.52095808383233
2021.0,39,213.96204,0,0.0
2022.0,293,39.40397,139,47.44027303754266
2023.0,47,205.26509,0,0.0
2024.0,55,105.19729,2,3.6363636363636362
2025.0,26,190.14516,0,0.0
2026.0,30,181.27336,0,0.0
2027.0,38,206.43484,0,0.0
2028.0,37,206.27791,0,0.0
2029.0,362,39.867783,131,36.187845303867405
2030.0,33,209.62021,0,0.0
2031.0,39,149.56458,0,0.0
2032.0,40,164.3613,2,5.0
2033.0,41,201.31366,0,0.0
2034.0,31,159.56325,0,0.0
2035.0,48,109.01254,8,16.666666666666664
2036.0,39,135.28917,8,20.51282051282051
2037.0,49,210.73483,0,0.0
2038.0,25,155.34709,0,0.0
2039.0,42,210.91943,0,0.0
2040.0,37,199.67671,0,0.0
2041.0,27,136.37439,0,0.0
2042.0,39,195.56818,0,0.0
2043.0,41,172.9665,0,0.0
2044.0,41,206.2712,0,0.0
2045.0,39,158.75687,0,0.0
2046.0,50,150.59332,0,0.0
2047.0,26,199.3864,0,0.0
2048.0,41,160.1286,0,0.0
2049.0,33,208.52202,0,0.0
2050.0,37,190.76518,0,0.0
2051.0,41,163.73439,0,0.0
2052.0,41,208.31703,0,0.0
2053.0,21,193.08943,0,0.0
2054.0,32,177.79987,0,0.0
2055.0,40,189.19565,0,0.0
2056.0,60,145.13884,8,13.333333333333334
2057.0,30,210.9672,0,0.0
2058.0,33,205.68701,0,0.0
2059.0,33,197.34972,0,0.0
2060.0,30,211.23854,0,0.0
2061.0,39,191.56842,0,0.0
2062.0,27,211.6364,0,0.0
2063.0,28,213.83101,0,0.0
2064.0,27,210.0636,0,0.0
2065.0,52,188.72787,0,0.0
2066.0,30,214.45067,0,0.0
2067.0,21,209.27202,0,0.0
2068.0,123,61.68366,74,60.16260162601627
2069.0,112,72.17397,71,63.39285714285714
2070.0,29,208.55061,0,0.0
2071.0,46,188.95074,0,0.0
2072.0,22,193.7378,0,0.0
2073.0,35,186.73973,0,0.0
2074.0,22,212.95079,0,0.0
2075.0,62,178.1084,0,0.0
2076.0,19,219.30571,0,0.0
2077.0,23,209.31516,0,0.0
2078.0,60,184.88951,0,0.0
2079.0,13,209.65579,0,0.0
2080.0,22,216.90196,0,0.0
2081.0,35,205.62459,0,0.0
2082.0,22,220.37881,0,0.0
2083.0,50,197.57605,0,0.0
2084.0,15,220.20772,0,0.0
2085.0,78,100.643486,40,51.28205128205128
2086.0,17,206.79225,0,0.0
2087.0,34,207.49657,0,0.0
2088.0,48,189.82805,0,0.0
2089.0,20,220.68831,0,0.0
2090.0,35,215.86775,0,0.0
2091.0,27,196.24925,0,0.0
2092.0,25,214.47012,0,0.0
2093.0,40,214.6569,0,0.0
2094.0,27,185.61183,0,0.0
2095.0,43,200.38408,0,0.0
2096.0,15,220.68819,0,0.0
2097.0,41,208.50523,0,0.0
2098.0,22,203.80318,0,0.0
2099.0,34,199.69508,0,0.0
2100.0,22,192.9769,0,0.0
2101.0,51,208.50128,0,0.0
2102.0,198,84.11959,70,35.35353535353536
2103.0,22,193.25897,0,0.0
2104.0,30,218.1093,0,0.0
2105.0,21,202.98495,0,0.0
2106.0,27,209.46976,0,0.0
2107.0,44,215.98863,0,0.0
2108.0,24,214.52106,0,0.0
2109.0,44,213.71797,0,0.0
2110.0,21,188.2549,0,0.0
2111.0,35,208.67412,0,0.0
2112.0,14,215.28008,0,0.0
2113.0,24,210.91565,0,0.0
2114.0,41,214.22113,0,0.0
2115.0,35,208.13956,0,0.0
2116.0,26,204.8445,0,0.0
2117.0,37,215.74478,0,0.0
2118.0,23,194.4458,0,0.0
2119.0,36,222.36195,0,0.0
2120.0,21,196.69838,0,0.0
2121.0,54,218.05754,0,0.0
2122.0,17,196.06134,0,0.0
2123.0,37,221.69067,0,0.0
2124.0,21,203.8465,0,0.0
2125.0,29,219.67197,0,0.0
2126.0,25,197.74396,0,0.0
2127.0,29,226.0539,0,0.0
2128.0,29,218.31398,0,0.0
2129.0,34,220.75879,0,0.0
2130.0,15,195.13441,0,0.0
2131.0,49,220.26178,0,0.0
2132.0,18,197.72748,0,0.0
2133.0,31,229.579,0,0.0
2134.0,29,223.04073,0,0.0
2135.0,28,206.29228,0,0.0
2136.0,17,217.62074,0,0.0
2137.0,28,217.74736,0,0.0
2138.0,53,220.72409,0,0.0
2139.0,14,198.01784,0,0.0
2140.0,25,221.86076,0,0.0
2141.0,39,226.97723,0,0.0
2142.0,16,202.83817,0,0.0
2143.0,26,217.68593,0,0.0
2144.0,41,227.06502,0,0.0
2145.0,18,213.88263,0,0.0
2146.0,23,210.18626,0,0.0
2147.0,32,231.77945,0,0.0
2148.0,42,221.5781,0,0.0
2149.0,18,209.07486,0,0.0
2150.0,28,224.78809,0,0.0
2151.0,26,219.48819,0,0.0
2152.0,35,222.47687,0,0.0
2153.0,16,212.26727,0,0.0
2154.0,33,224.00148,0,0.0
2155.0,30,220.13492,0,0.0
2156.0,27,231.18506,0,0.0
2157.0,35,218.29619,0,0.0
2158.0,13,223.38902,0,0.0
2159.0,42,223.84993,0,0.0
2160.0,28,222.85522,0,0.0
2161.0,14,219.00948,0,0.0
2162.0,40,229.16309,0,0.0
2163.0,18,204.5795,0,0.0
2164.0,27,227.99521,0,0.0
2165.0,46,227.5267,0,0.0
2166.0,18,219.28735,0,0.0
2167.0,20,222.17241,0,0.0
2168.0,20,217.96272,0,0.0
2169.0,33,225.4498,0,0.0
2170.0,51,226.77101,0,0.0
2171.0,17,210.23259,0,0.0
2172.0,22,227.0081,0,0.0
2173.0,23,225.84227,0,0.0
2174.0,29,224.69054,0,0.0
2175.0,35,220.93848,0,0.0
2176.0,28,227.51773,0,0.0
2177.0,15,230.19267,0,0.0
2178.0,43,220.02469,0,0.0
2179.0,14,221.69588,0,0.0
2180.0,35,232.71109,0,0.0
2181.0,19,218.14854,0,0.0
2182.0,26,217.6682,0,0.0
2183.0,26,230.95312,0,0.0
2184.0,48,228.73389,0,0.0
2185.0,16,215.58537,0,0.0
2186.0,25,218.90996,0,0.0
2187.0,27,234.7678,0,0.0
2188.0,27,227.85512,0,0.0
2189.0,17,205.41313,0,0.0
2190.0,44,231.60141,0,0.0
2191.0,19,232.69269,0,0.0
2192.0,29,222.40941,0,0.0
2193.0,24,222.2539,0,0.0
2194.0,29,230.511,0,0.0
2195.0,36,227.5588,0,0.0
2196.0,16,222.39793,0,0.0
2197.0,39,230.66919,0,0.0
2198.0,14,219.79085,0,0.0
2199.0,23,226.56575,0,0.0
2200.0,37,229.17903,0,0.0
2201.0,37,231.90962,0,0.0
2202.0,16,215.48956,0,0.0
2203.0,21,232.45064,0,0.0
2204.0,26,225.54646,0,0.0
2205.0,31,227.93742,0,0.0
2206.0,29,230.73691,0,0.0
2207.0,30,235.15085,0,0.0
2208.0,19,221.34239,0,0.0
2209.0,37,227.37099,0,0.0
2210.0,21,235.86124,0,0.0
2211.0,32,226.19504,0,0.0
2212.0,21,234.98103,0,0.0
2213.0,28,228.13884,0,0.0
2214.0,27,230.74094,0,0.0
2215.0,34,226.96082,0,0.0
2216.0,22,239.75888,0,0.0
2217.0,23,226.96707,0,0.0
2218.0,25,233.80133,0,0.0
2219.0,37,230.01074,0,0.0
2220.0,36,231.22751,0,0.0
2221.0,19,221.83696,0,0.0
2222.0,19,244.89131,0,0.0
2223.0,19,232.35948,0,0.0
2224.0,39,233.12793,0,0.0
2225.0,40,231.4257,0,0.0
2226.0,16,237.84396,0,0.0
2227.0,34,236.3455,0,0.0
2228.0,14,212.6647,0,0.0
2229.0,30,232.90036,0,0.0
2230.0,32,236.21103,0,0.0
2231.0,22,238.15363,0,0.0
2232.0,39,236.98425,0,0.0
2233.0,26,227.80423,0,0.0
2234.0,26,237.76889,0,0.0
2235.0,23,228.79926,0,0.0
2236.0,16,232.55289,0,0.0
2237.0,41,235.97485,0,0.0
2238.0,23,239.06827,0,0.0
2239.0,31,232.74297,0,0.0
2240.0,28,239.26376,0,0.0
2241.0,23,239.11221,0,0.0
2242.0,24,227.26064,0,0.0
2243.0,26,234.67271,0,0.0
2244.0,29,243.27077,0,0.0
2245.0,30,233.9147,0,0.0
2246.0,34,237.60886,0,0.0
2247.0,19,231.40054,0,0.0
2248.0,26,240.27393,0,0.0
2249.0,28,238.52397,0,0.0
2250.0,24,226.02905,0,0.0
2251.0,36,238.37483,0,0.0
2252.0,20,240.59048,0,0.0
2253.0,30,244.23567,0,0.0
2254.0,30,233.74342,0,0.0
2255.0,22,231.67523,0,0.0
2256.0,23,238.86658,0,0.0
2257.0,25,240.56384,0,0.0
2258.0,32,234.92198,0,0.0
2259.0,23,239.0446,0,0.0
2260.0,35,241.68565,0,0.0
2261.0,25,240.34297,0,0.0
2262.0,23,233.18008,0,0.0
2263.0,27,243.21056,0,0.0
2264.0,26,231.32614,0,0.0
2265.0,25,238.67126,0,0.0
2266.0,28,239.92505,0,0.0
2267.0,24,241.47227,0,0.0
2268.0,33,241.99805,0,0.0
2269.0,25,241.2931,0,0.0
2270.0,26,238.10858,0,0.0
2271.0,31,233.47408,0,0.0
2272.0,20,244.73442,0,0.0
2273.0,24,237.14964,0,0.0
2274.0,27,243.3256,0,0.0
2275.0,34,243.1877,0,0.0
2276.0,24,237.68176,0,0.0
2277.0,26,239.55756,0,0.0
2278.0,30,237.97206,0,0.0
2279.0,19,238.44994,0,0.0
2280.0,24,237.24495,0,0.0
2281.0,26,249.75642,0,0.0
2282.0,28,236.58716,0,0.0
2283.0,37,244.03851,0,0.0
2284.0,20,240.19836,0,0.0
2285.0,25,242.97937,0,0.0
2286.0,26,239.2471,0,0.0
2287.0,23,240.34473,0,0.0
2288.0,31,238.2335,0,0.0
2289.0,27,240.67062,0,0.0
2290.0,26,244.5578,0,0.0
2291.0,23,242.42279,0,0.0
2292.0,33,244.55492,0,0.0
2293.0,18,242.28893,0,0.0
2294.0,31,240.8175,0,0.0
2295.0,26,239.63919,0,0.0
2296.0,25,237.40031,0,0.0
2297.0,25,252.77594,0,0.0
2298.0,32,242.63652,0,0.0
2299.0,19,240.88495,0,0.0
2300.0,31,241.88281,0,0.0
2301.0,28,242.58601,0,0.0
2302.0,16,239.63751,0,0.0
2303.0,32,244.79486,0,0.0
2304.0,27,244.52092,0,0.0
2305.0,26,238.60765,0,0.0
2306.0,25,249.71152,0,0.0
2307.0,20,251.7218,0,0.0
2308.0,37,242.3368,0,0.0
2309.0,17,235.54501,0,0.0
2310.0,26,244.69328,0,0.0
2311.0,31,243.1006,0,0.0
2312.0,26,249.0892,0,0.0
2313.0,25,240.3132,0,0.0
2314.0,27,250.54283,0,0.0
2315.0,25,246.46191,0,0.0
2316.0,25,241.74408,0,0.0
2317.0,27,247.25879,0,0.0
2318.0,30,240.41374,0,0.0
2319.0,21,242.93422,0,0.0
2320.0,32,247.216,0,0.0
2321.0,21,241.25525,0,0.0
2322.0,35,252.3261,0,0.0
2323.0,25,235.80615,0,0.0
2324.0,24,239.9973,0,0.0
2325.0,25,255.12398,0,0.0
2326.0,19,239.00722,0,0.0
2327.0,22,243.10289,0,0.0
2328.0,33,248.38693,0,0.0
2329.0,33,246.86046,0,0.0
2330.0,25,250.32071,0,0.0
2331.0,25,237.5174,0,0.0
2332.0,23,249.02458,0,0.0
2333.0,21,248.50026,0,0.0
2334.0,30,246.16286,0,0.0
2335.0,24,239.98242,0,0.0
2336.0,33,250.08452,0,0.0
2337.0,27,252.02145,0,0.0
2338.0,19,248.42108,0,0.0
2339.0,34,242.3337,0,0.0
2340.0,20,242.16818,0,0.0
2341.0,23,244.61337,0,0.0
2342.0,32,249.80745,0,0.0
2343.0,33,251.81909,0,0.0
2344.0,28,245.45811,0,0.0
2345.0,16,239.40205,0,0.0
2346.0,30,249.3867,0,0.0
2347.0,28,250.42995,0,0.0
2348.0,26,240.23447,0,0.0
2349.0,20,247.60689,0,0.0
2350.0,20,244.12857,0,0.0
2351.0,43,252.69359,0,0.0
2352.0,25,243.19504,0,0.0
2353.0,24,251.14899,0,0.0
2354.0,42,248.07547,0,0.0
2355.0,8,245.13707,0,0.0
2356.0,33,247.12213,0,0.0
2357.0,17,242.54417,0,0.0
2358.0,33,256.09534,0,0.0
2359.0,21,247.741,0,0.0
2360.0,45,245.66376,0,0.0
2361.0,9,253.57259,0,0.0
2362.0,26,249.12695,0,0.0
2363.0,23,247.45644,0,0.0
2364.0,77,249.25436,0,0.0
2365.0,4,261.4008,0,0.0
2366.0,6,245.74066,0,0.0
2367.0,17,247.74622,0,0.0
2368.0,54,253.23802,0,0.0
2369.0,6,249.94922,0,0.0
2370.0,41,245.38094,0,0.0
2371.0,29,253.97379,0,0.0
2372.0,6,248.1206,0,0.0
2373.0,20,247.6742,0,0.0
2374.0,84,250.66837,0,0.0
2375.0,3,249.04778,0,0.0
2376.0,7,243.92891,0,0.0
2377.0,36,251.171,0,0.0
2378.0,22,251.48628,0,0.0
2379.0,30,255.2866,0,0.0
2380.0,1,238.67047,0,0.0
2381.0,47,252.7237,0,0.0
2382.0,34,243.22507,0,0.0
2383.0,5,244.39632,0,0.0
2384.0,73,254.08537,0,0.0
2386.0,20,251.49002,0,0.0
2387.0,24,250.03487,0,0.0
2388.0,24,247.47893,0,0.0
2389.0,31,254.44003,0,0.0
2390.0,26,255.89842,0,0.0
2391.0,1,232.10562,0,0.0
2392.0,83,250.08241,0,0.0
2394.0,50,253.57806,0,0.0
2395.0,3,246.58162,0,0.0
2396.0,49,250.33163,0,0.0
2397.0,3,252.24231,0,0.0
2398.0,43,254.77576,0,0.0
2400.0,15,243.22705,0,0.0
2401.0,26,247.96918,0,0.0
2402.0,69,254.19806,0,0.0
2403.0,2,252.30753,0,0.0
2404.0,48,256.1348,0,0.0
2406.0,41,252.01491,0,0.0
2407.0,1,229.13431,0,0.0
2408.0,54,250.9987,0,0.0
2409.0,1,271.98727,0,0.0
2410.0,17,257.24158,0,0.0
2411.0,64,256.2053,0,0.0
2412.0,1,188.86934,0,0.0
2413.0,10,250.02066,0,0.0
2414.0,56,252.81201,0,0.0
2416.0,58,253.61847,0,0.0
2417.0,23,253.9368,0,0.0
2418.0,26,253.26459,0,0.0
2419.0,1,249.95168,0,0.0
2420.0,45,256.4527,0,0.0
2421.0,28,251.73912,0,0.0
2423.0,52,252.85529,0,0.0
2424.0,1,220.94781,0,0.0
2425.0,11,251.77101,0,0.0
2426.0,58,260.489,0,0.0
2427.0,33,252.72136,0,0.0
2428.0,22,245.59625,0,0.0
2430.0,47,255.47583,0,0.0
2431.0,27,257.2813,0,0.0
2432.0,19,257.80127,0,0.0
2433.0,34,252.6111,0,0.0
2435.0,52,255.33029,0,0.0
2436.0,19,251.57571,0,0.0
2437.0,19,248.30397,0,0.0
2439.0,11,253.54848,0,0.0
2440.0,71,253.5823,0,0.0
2441.0,28,258.18576,0,0.0
2442.0,24,263.85138,0,0.0
2443.0,16,251.51703,0,0.0
2444.0,27,252.29666,0,0.0
2445.0,22,246.6207,0,0.0
2446.0,27,253.20479,0,0.0
2447.0,30,260.1929,0,0.0
2448.0,1,210.23454,0,0.0
2449.0,48,253.34349,0,0.0
2450.0,21,254.27347,0,0.0
2451.0,27,255.8002,0,0.0
2452.0,23,245.10736,0,0.0
2453.0,18,252.494,0,0.0
2454.0,35,257.55588,0,0.0
2455.0,29,247.1997,0,0.0
2456.0,18,257.34607,0,0.0
2457.0,26,254.70709,0,0.0
2458.0,28,253.85823,0,0.0
2459.0,26,247.5008,0,0.0
2460.0,16,249.51506,0,0.0
2461.0,38,249.8164,0,0.0
2462.0,22,248.08917,0,0.0
2463.0,26,254.08252,0,0.0
2464.0,25,252.3739,0,0.0
2465.0,25,241.46799,0,0.0
2466.0,25,254.55048,0,0.0
2467.0,24,246.86836,0,0.0
2468.0,31,240.44356,0,0.0
2469.0,30,249.71631,0,0.0
2470.0,17,259.52515,0,0.0
2471.0,23,248.87875,0,0.0
2472.0,32,240.09686,0,0.0
2473.0,27,244.37206,0,0.0
2474.0,21,248.81255,0,0.0
2475.0,36,244.25067,0,0.0
2476.0,20,249.84482,0,0.0
2477.0,28,239.49467,0,0.0
2478.0,29,237.16869,0,0.0
2479.0,25,243.0141,0,0.0
2480.0,28,249.7609,0,0.0
2481.0,21,243.98775,0,0.0
2482.0,29,234.75233,0,0.0
2483.0,30,239.65869,0,0.0
2484.0,51,243.1887,0,0.0
2485.0,3,212.40892,0,0.0
2486.0,26,234.74063,0,0.0
2487.0,31,241.86194,0,0.0
2488.0,25,239.59235,0,0.0
2489.0,22,238.09927,0,0.0
2490.0,36,235.53812,0,0.0
2491.0,24,236.87917,0,0.0
2492.0,26,233.68182,0,0.0
2493.0,35,238.28242,0,0.0
2494.0,40,235.31339,0,0.0
2495.0,16,228.83469,0,0.0
2496.0,25,235.194,0,0.0
2497.0,41,234.02553,0,0.0
2498.0,13,231.84335,0,0.0
2499.0,34,232.2278,0,0.0
2500.0,26,233.99797,0,0.0
2501.0,32,230.51399,0,0.0
2502.0,31,229.70387,0,0.0
2503.0,40,226.40146,0,0.0
2504.0,15,231.92001,0,0.0
2505.0,32,233.7439,0,0.0
2506.0,35,231.253,0,0.0
2507.0,38,223.95335,0,0.0
2508.0,16,229.33192,0,0.0
2509.0,35,224.8563,0,0.0
2510.0,25,223.67018,0,0.0
2511.0,30,225.15855,0,0.0
2512.0,32,230.22424,0,0.0
2513.0,38,225.89832,0,0.0
2514.0,33,217.12483,0,0.0
2515.0,21,222.35542,0,0.0
2516.0,25,227.09724,0,0.0
2517.0,35,220.15726,0,0.0
2518.0,37,222.75876,0,0.0
2519.0,29,222.2165,0,0.0
2520.0,33,217.49583,0,0.0
2521.0,20,227.23657,0,0.0
2522.0,36,219.24672,0,0.0
2523.0,15,214.3555,0,0.0
2524.0,45,223.73965,0,0.0
2525.0,27,214.39787,0,0.0
2526.0,32,218.76242,0,0.0
2527.0,32,219.3097,0,0.0
2528.0,21,218.4532,0,0.0
2529.0,33,213.7113,0,0.0
2530.0,25,220.88632,0,0.0
2531.0,33,217.70596,0,0.0
2532.0,47,213.97934,0,0.0
2533.0,8,217.73944,0,0.0
2534.0,10,222.39175,0,0.0
2535.0,52,217.29196,0,0.0
2536.0,22,215.70697,0,0.0
2537.0,37,211.91733,0,0.0
2538.0,17,222.13925,0,0.0
2539.0,35,214.76314,0,0.0
2540.0,10,219.80545,0,0.0
2541.0,21,216.54417,0,0.0
2542.0,66,211.35716,0,0.0
2543.0,1,207.98837,0,0.0
2544.0,27,222.01247,0,0.0
2545.0,11,214.75098,0,0.0
2546.0,39,209.71538,0,0.0
2547.0,6,207.51324,0,0.0
2548.0,69,211.45024,0,0.0
2549.0,4,225.2884,0,0.0
2550.0,20,217.61739,0,0.0
2551.0,21,219.04478,0,0.0
2552.0,13,210.86984,0,0.0
2553.0,4,226.76825,0,0.0
2554.0,89,210.75662,0,0.0
2555.0,1,201.34665,0,0.0
2556.0,26,208.7405,0,0.0
2557.0,3,244.72072,0,0.0
2558.0,37,209.96466,0,0.0
2559.0,2,227.01973,0,0.0
2560.0,23,212.06265,0,0.0
2561.0,31,211.3086,0,0.0
2562.0,3,216.9457,0,0.0
2563.0,17,213.13036,0,0.0
2564.0,72,208.05386,0,0.0
2565.0,9,212.04839,0,0.0
2566.0,21,215.33763,0,0.0
2567.0,12,212.1408,0,0.0
2568.0,42,207.74245,0,0.0
2569.0,1,190.79367,0,0.0
2570.0,38,210.05449,0,0.0
2571.0,3,209.56075,0,0.0
2572.0,8,210.61923,0,0.0
2573.0,34,208.30936,0,0.0
2574.0,36,211.46927,0,0.0
2575.0,19,205.93799,0,0.0
2576.0,48,206.83635,0,0.0
2577.0,2,204.28346,0,0.0
2578.0,11,207.3725,0,0.0
2579.0,14,211.14363,0,0.0
2580.0,38,208.04488,0,0.0
2581.0,34,208.40112,0,0.0
2582.0,2,216.96567,0,0.0
2583.0,28,210.93877,0,0.0
2584.0,34,203.16193,0,0.0
2585.0,18,207.1263,0,0.0
2586.0,40,209.03325,0,0.0
2587.0,11,202.414,0,0.0
2588.0,17,203.31956,0,0.0
2589.0,61,205.1541,0,0.0
2590.0,3,219.65375,0,0.0
2591.0,33,207.32587,0,0.0
2592.0,31,210.28671,0,0.0
2593.0,11,199.85475,0,0.0
2594.0,46,204.06787,0,0.0
2595.0,13,217.7095,0,0.0
2596.0,48,201.12563,0,0.0
2597.0,11,211.99374,0,0.0
2598.0,34,205.48318,0,0.0
2599.0,60,205.78828,0,0.0
2600.0,7,211.15303,0,0.0
2601.0,13,191.48163,0,0.0
2602.0,57,205.66533,0,0.0
2603.0,6,210.66626,0,0.0
2604.0,70,206.84012,0,0.0
2605.0,11,195.88681,0,0.0
2606.0,34,206.74861,0,0.0
2607.0,19,194.92316,0,0.0
2608.0,29,206.57262,0,0.0
2609.0,47,205.36833,0,0.0
2610.0,20,195.6704,0,0.0
2611.0,35,209.07974,0,0.0
2612.0,34,203.8565,0,0.0
2613.0,38,203.41617,0,0.0
2614.0,42,206.77411,0,0.0
2615.0,20,193.84628,0,0.0
2616.0,19,198.32532,0,0.0
2617.0,43,207.64207,0,0.0
2618.0,30,200.10643,0,0.0
2619.0,32,198.99228,0,0.0
2620.0,30,204.97263,0,0.0
2621.0,25,201.57373,0,0.0
2622.0,36,203.86546,0,0.0
2623.0,38,200.62657,0,0.0
2624.0,30,208.94722,0,0.0
2625.0,34,195.46574,0,0.0
2626.0,22,203.25792,0,0.0
2627.0,39,200.83875,0,0.0
2628.0,34,193.7468,0,0.0
2629.0,35,211.4985,0,0.0
2630.0,33,196.83716,0,0.0
2631.0,31,203.309,0,0.0
2632.0,20,200.93552,0,0.0
2633.0,36,198.75934,0,0.0
2634.0,37,200.47856,0,0.0
2635.0,30,205.77213,0,0.0
2636.0,31,204.38824,0,0.0
2637.0,34,196.04141,0,0.0
2638.0,25,194.5535,0,0.0
2639.0,33,194.49356,0,0.0
2640.0,38,202.92871,0,0.0
2641.0,33,204.72958,0,0.0
2642.0,29,205.07257,0,0.0
2643.0,32,195.77638,0,0.0
2644.0,27,203.23076,0,0.0
2645.0,34,198.5116,0,0.0
2646.0,40,195.84868,0,0.0
2647.0,26,206.1749,0,0.0
2648.0,30,209.93141,0,0.0
2649.0,39,183.87001,0,0.0
2650.0,29,207.18271,0,0.0
2651.0,32,198.22466,0,0.0
2652.0,29,208.56412,0,0.0
2653.0,33,193.68814,0,0.0
2654.0,33,199.70335,0,0.0
2655.0,32,205.42719,0,0.0
2656.0,36,183.61823,0,0.0
2657.0,29,206.24174,0,0.0
2658.0,33,204.85431,0,0.0
2659.0,29,194.61235,0,0.0
2660.0,35,204.96165,0,0.0
2661.0,28,192.51656,0,0.0
2662.0,38,199.88268,0,0.0
2663.0,24,202.79414,0,0.0
2664.0,34,191.0504,0,0.0
2665.0,38,208.04016,0,0.0
2666.0,32,189.13792,0,0.0
2667.0,28,207.17244,0,0.0
2668.0,36,194.1594,0,0.0
2669.0,24,198.83354,0,0.0
2670.0,29,195.46191,0,0.0
2671.0,37,206.36496,0,0.0
2672.0,39,195.1142,0,0.0
2673.0,28,196.77127,0,0.0
2674.0,27,194.06374,0,0.0
2675.0,30,201.23517,0,0.0
2676.0,34,194.41035,0,0.0
2677.0,34,193.8293,0,0.0
2678.0,36,207.0178,0,0.0
2679.0,29,188.0855,0,0.0
2680.0,33,199.51607,0,0.0
2681.0,27,195.77586,0,0.0
2682.0,42,195.05136,0,0.0
2683.0,28,201.25882,0,0.0
2684.0,33,196.9345,0,0.0
2685.0,24,188.026,0,0.0
2686.0,41,202.63205,0,0.0
2687.0,27,183.69356,0,0.0
2688.0,42,202.78772,0,0.0
2689.0,20,173.33006,0,0.0
2690.0,28,205.4634,0,0.0
2691.0,50,201.24887,0,0.0
2692.0,16,162.21906,0,0.0
2693.0,41,199.88896,0,0.0
2694.0,36,198.37459,0,0.0
2695.0,16,184.61894,0,0.0
2696.0,42,201.63855,0,0.0
2697.0,16,181.72157,0,0.0
2698.0,52,203.55222,0,0.0
2699.0,15,156.41646,0,0.0
2700.0,44,203.1477,0,0.0
2701.0,29,196.41939,0,0.0
2702.0,11,162.16142,0,0.0
2703.0,49,202.90274,0,0.0
2704.0,19,182.11243,0,0.0
2705.0,34,202.19113,0,0.0
2706.0,34,194.40137,0,0.0
2707.0,20,193.71292,0,0.0
2708.0,33,203.68141,0,0.0
2709.0,23,186.27582,0,0.0
2710.0,40,206.26729,0,0.0
2711.0,30,189.11781,0,0.0
2712.0,7,198.55444,0,0.0
2713.0,62,204.37347,0,0.0
2714.0,10,172.39578,0,0.0
2715.0,46,199.15186,0,0.0
2716.0,13,192.49753,0,0.0
2717.0,31,201.61742,0,0.0
2718.0,15,204.12183,0,0.0
2719.0,55,204.27158,0,0.0
2720.0,15,197.30519,0,0.0
2721.0,48,200.7959,0,0.0
2722.0,14,192.2524,0,0.0
2723.0,16,190.84181,0,0.0
2724.0,42,206.55943,0,0.0
2725.0,17,199.0623,0,0.0
2726.0,19,197.19647,0,0.0
2727.0,52,201.65485,0,0.0
2728.0,35,202.89671,0,0.0
2729.0,16,200.69452,0,0.0
2730.0,24,193.1404,0,0.0
2731.0,31,201.3061,0,0.0
2732.0,20,202.75035,0,0.0
2733.0,41,207.19327,0,0.0
