current_zone_idx,total_frames,avg_speed,crash_count,crash_rate
186.0,102,254.05086,0,0.0
187.0,524,224.78261,35,6.679389312977099
188.0,138,249.33809,0,0.0
189.0,638,99.44004,376,58.93416927899686
190.0,270,235.2197,0,0.0
191.0,288,233.51276,1,0.3472222222222222
192.0,423,210.88551,39,9.219858156028367
193.0,7,253.61662,0,0.0
194.0,677,230.3523,0,0.0
195.0,32,255.42406,0,0.0
196.0,2,257.2251,0,0.0
197.0,727,230.31932,3,0.41265474552957354
198.0,28,228.39622,0,0.0
199.0,6,100.22048,0,0.0
200.0,476,236.61856,7,1.4705882352941175
202.0,384,241.1153,0,0.0
203.0,2,254.22354,0,0.0
204.0,244,240.71268,1,0.4098360655737705
205.0,110,247.36261,0,0.0
206.0,251,238.13347,1,0.398406374501992
207.0,225,237.18724,1,0.4444444444444444
208.0,419,238.50856,2,0.47732696897374705
209.0,1,254.97635,0,0.0
210.0,20,250.37073,0,0.0
211.0,23,258.87643,0,0.0
212.0,895,237.40285,5,0.5586592178770949
214.0,1,29.078499,0,0.0
215.0,44,230.7939,0,0.0
216.0,408,236.90956,7,1.715686274509804
218.0,132,224.2411,0,0.0
219.0,104,230.66359,0,0.0
220.0,130,231.62077,0,0.0
221.0,18,45.51785,3,16.666666666666664
222.0,841,237.0375,7,0.8323424494649228
225.0,42,224.92595,0,0.0
226.0,227,236.02052,0,0.0
227.0,202,238.86089,0,0.0
229.0,523,237.9725,0,0.0
230.0,2,167.29103,0,0.0
231.0,1,129.97346,0,0.0
232.0,85,225.80205,0,0.0
233.0,1079,240.61005,0,0.0
235.0,2,106.38449,0,0.0
236.0,15,180.37956,0,0.0
237.0,368,236.52458,0,0.0
238.0,11,150.70108,0,0.0
239.0,455,238.63799,0,0.0
241.0,26,174.15497,0,0.0
242.0,443,237.9453,0,0.0
243.0,473,239.3205,0,0.0
244.0,2,124.68965,0,0.0
245.0,36,177.95004,0,0.0
246.0,178,231.2706,0,0.0
247.0,498,240.34872,0,0.0
248.0,208,234.05069,0,0.0
249.0,19,180.99324,0,0.0
250.0,219,230.63675,0,0.0
251.0,229,237.02132,0,0.0
252.0,504,240.58951,0,0.0
253.0,8,147.57245,0,0.0
254.0,217,227.53052,0,0.0
255.0,233,233.4178,0,0.0
256.0,243,238.26176,0,0.0
257.0,23,151.21286,0,0.0
258.0,443,238.97734,0,0.0
259.0,261,231.68198,0,0.0
260.0,27,170.35446,0,0.0
261.0,262,232.84271,0,0.0
262.0,156,226.71324,0,0.0
263.0,227,240.05505,0,0.0
264.0,90,209.98048,0,0.0
265.0,640,241.89578,0,0.0
266.0,40,163.50465,0,0.0
267.0,43,167.86148,0,0.0
268.0,621,242.4259,0,0.0
269.0,41,160.14832,0,0.0
270.0,54,185.29771,0,0.0
271.0,132,222.96458,0,0.0
272.0,155,220.27,0,0.0
273.0,577,243.34021,0,0.0
274.0,52,168.45995,0,0.0
275.0,442,240.94464,0,0.0
276.0,55,163.29695,0,0.0
277.0,121,218.73174,0,0.0
278.0,307,239.12961,0,0.0
279.0,79,189.19476,0,0.0
280.0,325,240.7861,0,0.0
281.0,71,171.48035,0,0.0
282.0,405,241.5941,0,0.0
283.0,87,198.33435,0,0.0
284.0,342,238.78957,0,0.0
285.0,128,211.89392,0,0.0
286.0,420,242.3193,0,0.0
287.0,89,190.65306,0,0.0
288.0,128,201.812,0,0.0
289.0,459,245.31853,0,0.0
290.0,126,215.43233,0,0.0
291.0,264,238.14458,0,0.0
292.0,243,232.30502,0,0.0
293.0,128,198.34601,0,0.0
294.0,323,242.45312,0,0.0
295.0,249,235.55956,0,0.0
296.0,287,237.87868,0,0.0
297.0,154,212.87292,0,0.0
298.0,281,239.49635,0,0.0
299.0,247,235.61554,0,0.0
300.0,190,216.28952,0,0.0
301.0,421,244.76399,0,0.0
302.0,154,213.26537,0,0.0
303.0,160,222.4814,0,0.0
304.0,292,243.33636,0,0.0
305.0,253,236.19872,0,0.0
306.0,236,232.90334,0,0.0
307.0,212,226.41068,0,0.0
308.0,251,241.55249,0,0.0
309.0,236,231.34634,0,0.0
310.0,245,221.3497,0,0.0
311.0,332,244.66557,0,0.0
312.0,163,220.48648,0,0.0
313.0,212,241.11201,0,0.0
314.0,270,235.72614,0,0.0
315.0,246,230.98569,0,0.0
316.0,239,234.76572,0,0.0
317.0,221,236.50974,0,0.0
318.0,274,203.09454,0,0.0
319.0,275,245.1467,0,0.0
320.0,205,238.94061,0,0.0
321.0,247,220.19258,0,0.0
322.0,239,235.21713,0,0.0
323.0,261,219.49821,0,0.0
324.0,227,230.63728,0,0.0
325.0,224,237.47035,0,0.0
326.0,350,201.68533,0,0.0
327.0,205,242.96278,0,0.0
328.0,252,218.95576,0,0.0
329.0,232,234.22414,0,0.0
330.0,184,231.76775,0,0.0
331.0,449,197.5082,0,0.0
332.0,191,211.78163,0,0.0
333.0,267,205.7107,0,0.0
334.0,262,188.82253,0,0.0
335.0,302,213.00093,0,0.0
336.0,274,217.60204,0,0.0
337.0,259,207.24112,0,0.0
338.0,284,199.05537,0,0.0
339.0,232,191.86649,0,0.0
340.0,287,215.95973,0,0.0
341.0,308,230.13571,0,0.0
342.0,227,224.95541,0,0.0
343.0,262,191.07974,0,0.0
344.0,274,230.69704,0,0.0
345.0,232,208.72934,0,0.0
346.0,249,213.93987,1,0.4016064257028112
347.0,408,220.33191,9,2.2058823529411766
348.0,184,207.53922,0,0.0
349.0,201,224.35051,0,0.0
350.0,246,239.56082,0,0.0
351.0,246,219.39236,0,0.0
352.0,361,224.65802,0,0.0
353.0,164,223.74724,0,0.0
354.0,213,216.37524,0,0.0
355.0,223,222.64017,0,0.0
356.0,270,230.34752,0,0.0
357.0,358,220.53125,0,0.0
358.0,206,200.37311,0,0.0
359.0,216,241.57187,0,0.0
360.0,240,219.1088,0,0.0
361.0,224,220.75801,0,0.0
362.0,394,222.63464,0,0.0
363.0,175,215.17188,0,0.0
364.0,199,224.26363,0,0.0
365.0,249,231.6336,0,0.0
366.0,298,206.19792,9,3.0201342281879198
367.0,330,220.2875,0,0.0
368.0,181,206.75858,0,0.0
369.0,269,204.68588,0,0.0
370.0,237,207.78407,0,0.0
371.0,279,224.6735,0,0.0
372.0,329,222.22815,0,0.0
373.0,309,137.56128,6,1.9417475728155338
374.0,287,193.30261,41,14.285714285714285
375.0,593,102.13705,290,48.90387858347386
376.0,257,219.48184,0,0.0
377.0,274,208.74835,0,0.0
378.0,592,94.368576,223,37.66891891891892
379.0,242,199.82243,4,1.6528925619834711
380.0,313,216.56952,2,0.6389776357827476
381.0,289,190.39108,13,4.498269896193772
382.0,255,212.12906,0,0.0
383.0,260,208.21027,4,1.5384615384615385
384.0,288,199.38904,9,3.125
385.0,687,79.59829,391,56.91411935953421
386.0,307,208.02577,0,0.0
387.0,238,209.98218,3,1.2605042016806722
388.0,299,173.44504,38,12.709030100334449
389.0,359,167.38908,11,3.064066852367688
390.0,291,199.63885,0,0.0
391.0,257,200.95921,0,0.0
392.0,274,196.77303,0,0.0
393.0,295,190.64711,0,0.0
394.0,328,164.81042,57,17.378048780487802
395.0,293,195.67415,0,0.0
396.0,281,188.59651,0,0.0
397.0,441,128.90971,96,21.768707482993197
398.0,339,180.05986,0,0.0
399.0,282,167.33055,0,0.0
400.0,336,161.62845,36,10.714285714285714
401.0,432,152.39088,45,10.416666666666668
402.0,307,170.43315,42,13.680781758957655
403.0,255,192.51588,0,0.0
404.0,379,173.86737,0,0.0
405.0,242,184.67253,12,4.958677685950414
406.0,274,187.77553,11,4.014598540145985
407.0,368,178.99472,0,0.0
408.0,487,99.414185,212,43.53182751540041
409.0,438,150.16776,24,5.47945205479452
410.0,203,227.62134,0,0.0
411.0,237,208.94392,0,0.0
412.0,370,180.20581,0,0.0
413.0,255,169.46404,24,9.411764705882353
414.0,489,137.95981,102,20.858895705521473
415.0,264,208.6519,0,0.0
416.0,374,109.81895,179,47.860962566844925
417.0,372,180.7399,0,0.0
418.0,183,224.3264,2,1.092896174863388
419.0,362,175.50684,0,0.0
420.0,331,188.0868,0,0.0
421.0,164,218.44865,11,6.707317073170732
422.0,338,183.52786,0,0.0
423.0,193,239.4731,0,0.0
424.0,454,158.49962,5,1.1013215859030838
425.0,411,128.90782,139,33.81995133819951
426.0,186,237.76689,0,0.0
427.0,345,169.50284,1,0.2898550724637681
428.0,167,230.03719,0,0.0
429.0,449,164.4209,0,0.0
430.0,227,211.03299,0,0.0
431.0,162,236.52457,0,0.0
432.0,420,163.80098,2,0.4761904761904762
433.0,174,230.13644,0,0.0
434.0,469,140.43254,26,5.543710021321962
435.0,773,89.65813,125,16.170763260025872
436.0,305,131.42041,61,20.0
437.0,1368,50.434135,569,41.59356725146199
438.0,189,209.68028,12,6.349206349206349
439.0,1843,33.99485,1045,56.70103092783505
440.0,238,169.60054,23,9.663865546218489
441.0,334,124.87511,31,9.281437125748502
442.0,835,68.420334,153,18.323353293413174
443.0,167,213.81207,0,0.0
444.0,980,59.11291,253,25.816326530612244
445.0,245,183.61455,5,2.0408163265306123
446.0,306,141.14386,1,0.32679738562091504
447.0,520,96.65845,13,2.5
448.0,319,141.21085,8,2.507836990595611
449.0,461,97.28436,36,7.809110629067245
450.0,311,145.08507,7,2.2508038585209005
451.0,432,118.92035,2,0.4629629629629629
452.0,467,104.27323,21,4.496788008565311
453.0,273,148.16641,13,4.761904761904762
454.0,366,141.1884,0,0.0
455.0,299,146.40417,0,0.0
456.0,271,149.93867,0,0.0
457.0,314,138.24619,62,19.745222929936308
458.0,544,110.87456,0,0.0
459.0,171,175.58241,0,0.0
460.0,293,165.0895,0,0.0
461.0,299,149.9492,0,0.0
462.0,304,145.76826,0,0.0
463.0,271,166.03952,0,0.0
464.0,272,152.6169,0,0.0
465.0,490,112.4226,31,6.326530612244897
466.0,260,144.83607,21,8.076923076923077
467.0,294,133.60538,69,23.46938775510204
468.0,795,69.76119,438,55.094339622641506
469.0,220,172.19302,0,0.0
470.0,236,166.81848,0,0.0
471.0,303,165.5924,0,0.0
472.0,221,172.9997,0,0.0
473.0,268,155.84663,0,0.0
474.0,261,168.86996,0,0.0
475.0,267,163.76193,0,0.0
476.0,236,156.88577,0,0.0
477.0,251,181.63205,0,0.0
478.0,215,186.46007,0,0.0
479.0,269,160.4994,0,0.0
480.0,248,180.12546,0,0.0
481.0,205,170.66704,1,0.4878048780487805
482.0,223,181.53159,0,0.0
483.0,251,182.63652,0,0.0
484.0,741,56.132755,496,66.9365721997301
485.0,214,197.37073,1,0.46728971962616817
486.0,215,182.58319,0,0.0
487.0,270,167.74893,28,10.37037037037037
488.0,213,167.8109,1,0.4694835680751174
489.0,264,153.509,31,11.742424242424242
490.0,189,210.7432,0,0.0
491.0,209,188.6406,10,4.784688995215311
492.0,292,143.53229,81,27.73972602739726
493.0,249,173.06064,18,7.228915662650602
494.0,256,165.46323,20,7.8125
495.0,195,196.00497,1,0.5128205128205128
496.0,257,159.22235,0,0.0
497.0,194,191.68156,5,2.5773195876288657
498.0,177,186.51903,5,2.824858757062147
499.0,262,157.35027,17,6.488549618320611
500.0,199,199.17104,0,0.0
501.0,195,192.00533,8,4.102564102564102
502.0,197,206.98445,0,0.0
503.0,233,184.1731,0,0.0
504.0,178,197.18814,0,0.0
505.0,224,182.35463,0,0.0
506.0,184,199.57747,0,0.0
507.0,174,193.461,0,0.0
508.0,199,205.89432,19,9.547738693467336
509.0,206,178.64626,0,0.0
510.0,182,205.31136,0,0.0
511.0,196,200.41086,1,0.5102040816326531
512.0,173,216.951,3,1.7341040462427744
513.0,238,165.37375,0,0.0
514.0,156,223.84087,0,0.0
515.0,217,186.74487,0,0.0
516.0,152,218.59814,0,0.0
517.0,217,194.33319,0,0.0
518.0,131,230.03325,0,0.0
519.0,157,202.59755,0,0.0
520.0,179,202.37701,0,0.0
521.0,209,181.63997,0,0.0
522.0,165,211.27129,0,0.0
523.0,207,189.50241,0,0.0
524.0,123,230.74077,0,0.0
525.0,148,213.24019,0,0.0
526.0,180,205.88963,0,0.0
527.0,203,179.00354,0,0.0
528.0,141,221.49696,0,0.0
529.0,152,210.01483,0,0.0
530.0,207,179.18648,0,0.0
531.0,179,209.17072,0,0.0
532.0,171,208.72964,0,0.0
533.0,204,186.22507,0,0.0
534.0,145,208.07933,0,0.0
535.0,142,229.61656,0,0.0
536.0,138,204.71048,0,0.0
537.0,208,184.935,0,0.0
538.0,139,218.09384,0,0.0
539.0,209,195.32095,0,0.0
540.0,130,216.88829,0,0.0
541.0,193,191.40543,0,0.0
542.0,127,214.75668,0,0.0
543.0,203,194.30527,0,0.0
544.0,165,203.72073,0,0.0
545.0,133,207.7693,0,0.0
546.0,129,212.42302,0,0.0
547.0,235,190.21669,0,0.0
548.0,133,201.99193,0,0.0
549.0,167,209.68661,0,0.0
550.0,169,156.4414,40,23.668639053254438
551.0,146,219.55801,0,0.0
552.0,219,186.64781,0,0.0
553.0,150,208.48904,0,0.0
554.0,158,207.95352,0,0.0
555.0,143,190.57787,12,8.391608391608392
556.0,198,199.59033,0,0.0
557.0,142,207.89651,0,0.0
558.0,162,214.58464,1,0.6172839506172839
559.0,173,186.38045,16,9.248554913294797
560.0,161,188.88028,9,5.590062111801243
561.0,159,153.50455,34,21.38364779874214
562.0,199,206.43079,0,0.0
563.0,165,211.7048,0,0.0
564.0,154,210.9081,0,0.0
565.0,152,203.26208,6,3.9473684210526314
566.0,169,170.02524,41,24.2603550295858
567.0,189,204.60365,0,0.0
568.0,142,203.92285,0,0.0
569.0,168,217.21927,0,0.0
570.0,154,206.74748,0,0.0
571.0,155,213.17906,0,0.0
572.0,159,217.30348,0,0.0
573.0,145,205.75699,0,0.0
574.0,160,207.26826,0,0.0
575.0,150,212.1571,0,0.0
576.0,105,219.11678,0,0.0
577.0,206,206.72708,0,0.0
578.0,162,209.814,0,0.0
579.0,166,215.54358,0,0.0
580.0,147,208.75664,0,0.0
581.0,147,206.25745,0,0.0
582.0,139,213.28423,0,0.0
583.0,158,209.7026,0,0.0
584.0,144,213.14503,0,0.0
585.0,153,217.22511,0,0.0
586.0,168,215.29088,0,0.0
587.0,154,215.36356,0,0.0
588.0,135,213.7391,0,0.0
589.0,106,223.05151,0,0.0
590.0,204,212.03984,0,0.0
591.0,132,210.34473,0,0.0
592.0,143,220.47023,0,0.0
593.0,170,215.91614,0,0.0
594.0,99,212.77368,0,0.0
595.0,191,216.63383,0,0.0
596.0,153,215.67473,0,0.0
597.0,147,215.05142,0,0.0
598.0,92,219.75389,0,0.0
599.0,127,221.4924,0,0.0
600.0,213,210.69829,0,0.0
601.0,144,219.9888,0,0.0
602.0,102,218.42676,0,0.0
603.0,203,214.78162,0,0.0
604.0,107,214.72128,0,0.0
605.0,192,219.44026,0,0.0
606.0,97,215.38943,0,0.0
607.0,179,217.08592,0,0.0
608.0,93,218.13986,0,0.0
609.0,194,224.37216,0,0.0
610.0,147,218.0062,0,0.0
611.0,136,222.33025,0,0.0
612.0,109,213.69376,0,0.0
613.0,118,229.62222,0,0.0
614.0,196,231.62415,0,0.0
615.0,143,228.01797,0,0.0
616.0,98,213.2442,0,0.0
617.0,177,233.08958,0,0.0
618.0,121,234.94785,0,0.0
619.0,144,225.5319,0,0.0
620.0,133,227.08037,0,0.0
621.0,140,233.98154,0,0.0
622.0,134,225.48367,0,0.0
623.0,91,215.89374,0,0.0
624.0,178,235.74991,0,0.0
625.0,145,233.13918,0,0.0
626.0,137,230.5056,0,0.0
627.0,125,229.71326,0,0.0
628.0,115,228.60077,0,0.0
629.0,139,231.16074,0,0.0
630.0,133,232.1989,0,0.0
631.0,135,228.33678,0,0.0
632.0,136,233.26357,0,0.0
633.0,141,224.90417,0,0.0
634.0,122,239.0498,0,0.0
635.0,143,232.29117,0,0.0
636.0,118,228.63126,0,0.0
637.0,137,234.96562,0,0.0
638.0,137,224.97168,0,0.0
639.0,125,231.58257,0,0.0
640.0,146,236.41353,0,0.0
641.0,119,225.46416,0,0.0
642.0,135,234.77625,0,0.0
643.0,141,232.51797,0,0.0
644.0,112,226.97278,0,0.0
645.0,147,227.07999,0,0.0
646.0,123,235.845,0,0.0
647.0,134,227.8942,0,0.0
648.0,145,232.47241,0,0.0
649.0,130,232.32549,0,0.0
650.0,125,228.12033,0,0.0
651.0,130,232.2041,0,0.0
652.0,150,226.27885,0,0.0
653.0,175,229.63237,0,0.0
654.0,82,227.4829,0,0.0
655.0,129,231.50047,0,0.0
656.0,134,232.55772,0,0.0
657.0,140,227.94551,0,0.0
658.0,127,228.0982,0,0.0
659.0,152,227.697,0,0.0
660.0,174,235.55823,0,0.0
661.0,77,216.62045,0,0.0
662.0,133,226.01381,0,0.0
663.0,197,233.91179,0,0.0
664.0,87,222.79865,0,0.0
665.0,166,231.37712,0,0.0
666.0,102,221.45078,0,0.0
667.0,129,231.4488,0,0.0
668.0,113,229.99373,0,0.0
669.0,153,225.56334,0,0.0
670.0,249,230.77405,0,0.0
671.0,67,217.41016,0,0.0
672.0,97,231.72093,0,0.0
673.0,120,230.38103,0,0.0
674.0,357,115.59912,53,14.84593837535014
675.0,235,235.1713,0,0.0
676.0,78,222.26477,0,0.0
677.0,80,226.40865,0,0.0
678.0,143,231.81944,0,0.0
679.0,171,233.76547,0,0.0
680.0,137,230.10405,0,0.0
681.0,100,214.58456,0,0.0
682.0,121,231.11534,0,0.0
683.0,134,225.4209,0,0.0
684.0,156,235.41138,0,0.0
685.0,144,231.24397,0,0.0
686.0,100,220.37935,0,0.0
687.0,140,228.36218,0,0.0
688.0,155,230.4595,0,0.0
689.0,122,228.20285,0,0.0
690.0,134,226.20518,0,0.0
691.0,115,222.24976,0,0.0
692.0,158,233.42482,0,0.0
693.0,124,222.89006,0,0.0
694.0,143,227.69212,0,0.0
695.0,145,229.60289,0,0.0
696.0,137,219.66093,0,0.0
697.0,110,221.90369,0,0.0
698.0,174,228.66925,0,0.0
699.0,123,220.88246,0,0.0
700.0,127,224.97035,0,0.0
701.0,141,230.88031,0,0.0
702.0,126,224.36366,0,0.0
703.0,130,222.96498,0,0.0
704.0,149,210.91339,0,0.0
705.0,128,228.99036,0,0.0
706.0,155,220.23221,0,0.0
707.0,121,223.79892,0,0.0
708.0,141,228.50743,0,0.0
709.0,174,212.32547,0,0.0
710.0,95,229.99277,0,0.0
711.0,113,221.8389,0,0.0
712.0,153,217.32793,0,0.0
713.0,157,225.73979,0,0.0
714.0,134,218.20271,0,0.0
715.0,88,227.07832,0,0.0
716.0,189,216.60698,0,0.0
717.0,91,220.67726,0,0.0
718.0,146,217.10881,0,0.0
719.0,182,220.10632,0,0.0
720.0,70,221.0091,0,0.0
721.0,151,215.43643,0,0.0
722.0,153,221.2715,0,0.0
723.0,181,213.97433,0,0.0
724.0,88,219.51918,0,0.0
725.0,123,218.49832,0,0.0
726.0,78,219.28395,0,0.0
727.0,200,216.15424,0,0.0
728.0,155,218.14488,0,0.0
729.0,59,212.48895,0,0.0
730.0,216,214.65823,0,0.0
731.0,142,214.5908,0,0.0
732.0,61,217.0047,0,0.0
733.0,202,215.25035,0,0.0
734.0,77,215.20122,0,0.0
735.0,208,212.94035,0,0.0
736.0,40,204.00107,0,0.0
737.0,270,213.33537,0,0.0
738.0,44,212.48634,0,0.0
739.0,58,212.74391,0,0.0
740.0,204,216.24826,0,0.0
741.0,268,210.20544,0,0.0
742.0,32,208.10124,0,0.0
743.0,156,213.7629,0,0.0
744.0,37,210.82178,0,0.0
745.0,199,213.3535,0,0.0
746.0,57,211.57677,0,0.0
747.0,272,210.38676,0,0.0
748.0,26,211.03784,0,0.0
749.0,113,209.70442,0,0.0
750.0,38,220.26768,0,0.0
751.0,354,210.18013,0,0.0
752.0,22,205.8098,0,0.0
753.0,54,208.82431,0,0.0
754.0,222,209.48506,0,0.0
755.0,47,209.8496,0,0.0
756.0,184,209.71008,0,0.0
757.0,84,203.94505,0,0.0
758.0,68,207.92996,0,0.0
759.0,261,208.40121,0,0.0
760.0,21,213.58496,0,0.0
761.0,124,206.62076,0,0.0
762.0,347,207.67793,0,0.0
763.0,18,202.0357,0,0.0
764.0,85,208.65912,0,0.0
765.0,28,211.0237,0,0.0
766.0,215,207.14609,0,0.0
767.0,35,208.45341,0,0.0
768.0,126,205.28717,0,0.0
769.0,272,207.8527,0,0.0
770.0,34,204.70668,0,0.0
771.0,112,207.7716,0,0.0
772.0,122,202.98021,0,0.0
773.0,154,206.53842,0,0.0
774.0,48,207.42554,0,0.0
775.0,127,202.28572,0,0.0
776.0,130,208.2942,0,0.0
777.0,262,205.03708,0,0.0
778.0,36,198.84103,0,0.0
779.0,117,205.64319,0,0.0
780.0,149,202.44373,0,0.0
781.0,33,201.83507,0,0.0
782.0,70,202.77818,0,0.0
783.0,197,206.42596,0,0.0
784.0,252,203.11763,0,0.0
785.0,41,200.6495,0,0.0
786.0,32,201.4317,0,0.0
787.0,230,201.53674,0,0.0
788.0,125,207.65436,0,0.0
789.0,160,200.81747,0,0.0
790.0,30,199.5172,0,0.0
791.0,33,199.63005,0,0.0
792.0,290,202.10777,0,0.0
793.0,13,208.32733,0,0.0
794.0,221,201.05215,0,0.0
795.0,130,200.73857,0,0.0
796.0,27,197.79178,0,0.0
797.0,39,208.21419,0,0.0
798.0,328,200.0237,0,0.0
799.0,127,199.32901,0,0.0
800.0,58,202.58806,0,0.0
801.0,30,205.65628,0,0.0
802.0,90,196.78963,0,0.0
803.0,309,200.31818,0,0.0
804.0,24,199.82188,0,0.0
805.0,26,203.5773,0,0.0
806.0,337,199.58037,0,0.0
807.0,13,208.51144,0,0.0
808.0,208,197.82376,0,0.0
809.0,63,196.96782,0,0.0
810.0,36,195.86192,0,0.0
811.0,122,201.18996,0,0.0
812.0,57,200.78021,0,0.0
813.0,373,197.94278,0,0.0
