current_zone_idx,total_frames,avg_speed,std_speed,crash_count,airborne_count,backwards_count,heavy_drift_count,avg_drift_ratio,avg_wheels_ground,crash_rate,airborne_rate,backwards_rate
273.0,33,206.9882,23.057617,0,0,0,0,0.012903633,4.0,0.0,0.0,0.0
274.0,7,210.98235,12.981994,0,0,0,0,0.023073819,4.0,0.0,0.0,0.0
275.0,32,207.6894,23.446775,0,0,0,0,0.0114852665,4.0,0.0,0.0,0.0
276.0,6,189.742,36.87729,0,0,0,0,0.028538862,4.0,0.0,0.0,0.0
277.0,20,204.06973,27.937056,0,0,0,0,0.008509559,4.0,0.0,0.0,0.0
278.0,22,207.41377,24.063643,0,0,0,0,0.018152617,4.0,0.0,0.0,0.0
279.0,8,195.5493,21.229216,0,0,0,0,0.011502826,4.0,0.0,0.0,0.0
280.0,25,206.88957,21.82681,0,0,0,0,0.0144027565,4.0,0.0,0.0,0.0
281.0,10,201.60385,23.185898,0,0,0,0,0.019659007,4.0,0.0,0.0,0.0
282.0,31,204.36674,26.213919,0,0,0,0,0.008105828,4.0,0.0,0.0,0.0
283.0,9,197.57953,18.270365,0,0,0,0,0.03477439,4.0,0.0,0.0,0.0
284.0,24,210.10881,24.811357,0,0,0,0,0.0057698563,4.0,0.0,0.0,0.0
285.0,16,199.90323,13.371241,0,0,0,0,0.022166286,4.0,0.0,0.0,0.0
286.0,22,199.85294,30.974726,0,0,0,0,0.010201886,4.0,0.0,0.0,0.0
287.0,18,208.13263,17.38041,0,0,0,0,0.0176416,4.0,0.0,0.0,0.0
288.0,7,206.62753,8.773112,0,0,0,0,0.03337546,4.0,0.0,0.0,0.0
289.0,38,203.35536,26.077278,0,0,0,0,0.010089733,4.0,0.0,0.0,0.0
290.0,8,203.11208,13.430425,0,0,0,0,0.026597418,4.0,0.0,0.0,0.0
291.0,24,203.02373,23.842842,0,0,0,0,0.012368987,4.0,0.0,0.0,0.0
292.0,20,203.32205,25.779688,0,0,0,0,0.0078100795,4.0,0.0,0.0,0.0
293.0,10,203.2609,11.121324,0,0,0,0,0.030703742,4.0,0.0,0.0,0.0
294.0,26,205.21909,25.087837,0,0,0,0,0.0056653377,4.0,0.0,0.0,0.0
295.0,16,199.5438,23.72497,0,0,0,0,0.010604779,4.0,0.0,0.0,0.0
296.0,25,202.23442,22.815405,0,0,0,0,0.010371499,3.96,0.0,0.0,0.0
297.0,13,208.90147,18.006824,0,0,0,0,0.011536559,4.0,0.0,0.0,0.0
298.0,23,198.87181,20.482536,0,0,0,0,0.009147792,4.0,0.0,0.0,0.0
299.0,20,208.45044,26.67014,0,0,0,0,0.008924172,4.0,0.0,0.0,0.0
300.0,15,199.0562,12.89424,0,0,0,0,0.012594555,4.0,0.0,0.0,0.0
301.0,24,197.07823,24.48324,0,0,0,0,0.0050169295,4.0,0.0,0.0,0.0
302.0,18,206.57632,21.585772,0,0,0,0,0.0151275,3.9444444,0.0,0.0,0.0
303.0,16,206.79778,14.135374,0,0,0,0,0.0068253777,4.0,0.0,0.0,0.0
304.0,26,198.8065,27.774881,0,0,0,0,0.008345111,4.0,0.0,0.0,0.0
305.0,17,199.0846,9.864654,0,0,0,0,0.012957132,4.0,0.0,0.0,0.0
306.0,21,200.69647,24.338453,0,0,0,0,0.010884777,4.0,0.0,0.0,0.0
307.0,21,200.04199,22.941837,0,0,0,0,0.010531133,4.0,0.0,0.0,0.0
308.0,14,196.67223,13.067325,0,0,0,0,0.0061904574,3.857143,0.0,0.0,0.0
309.0,27,204.71727,23.548664,0,0,0,0,0.010165942,3.4444444,0.0,0.0,0.0
310.0,16,199.68452,14.629607,0,0,0,0,0.006605388,2.75,0.0,0.0,0.0
311.0,18,191.40353,23.772776,0,0,0,0,0.007934738,2.0,0.0,0.0,0.0
312.0,22,205.09557,21.103403,0,0,0,0,0.008529138,2.4545455,0.0,0.0,0.0
313.0,17,195.25716,19.498276,0,0,0,0,0.0075021465,1.882353,0.0,0.0,0.0
