current_zone_idx,transitions,regressions,regression_rate
409.0,36,0,0.0
410.0,45,0,0.0
411.0,37,0,0.0
412.0,39,0,0.0
413.0,38,0,0.0
414.0,40,0,0.0
415.0,37,0,0.0
416.0,42,0,0.0
417.0,36,0,0.0
418.0,42,0,0.0
419.0,35,0,0.0
420.0,40,0,0.0
421.0,42,0,0.0
422.0,37,0,0.0
423.0,42,0,0.0
424.0,42,0,0.0
425.0,44,0,0.0
426.0,38,0,0.0
427.0,44,0,0.0
428.0,43,0,0.0
429.0,42,0,0.0
430.0,41,0,0.0
431.0,45,0,0.0
432.0,39,0,0.0
433.0,43,0,0.0
434.0,33,0,0.0
435.0,48,0,0.0
436.0,31,0,0.0
437.0,45,0,0.0
438.0,36,0,0.0
439.0,40,0,0.0
440.0,34,0,0.0
441.0,42,0,0.0
442.0,40,0,0.0
443.0,32,0,0.0
444.0,41,0,0.0
445.0,35,0,0.0
446.0,42,0,0.0
447.0,35,0,0.0
448.0,41,0,0.0
449.0,35,0,0.0
450.0,42,0,0.0
451.0,37,0,0.0
452.0,35,0,0.0
453.0,41,0,0.0
454.0,35,0,0.0
455.0,39,0,0.0
456.0,34,0,0.0
457.0,37,0,0.0
458.0,31,0,0.0
459.0,37,0,0.0
460.0,30,0,0.0
461.0,39,0,0.0
462.0,31,0,0.0
463.0,36,0,0.0
464.0,33,0,0.0
465.0,34,0,0.0
466.0,34,0,0.0
467.0,28,0,0.0
468.0,32,0,0.0
469.0,34,0,0.0
470.0,29,0,0.0
471.0,34,0,0.0
472.0,31,0,0.0
473.0,35,0,0.0
474.0,32,0,0.0
475.0,27,0,0.0
476.0,36,0,0.0
477.0,29,0,0.0
478.0,32,0,0.0
479.0,34,0,0.0
480.0,34,0,0.0
481.0,34,0,0.0
482.0,34,0,0.0
483.0,33,0,0.0
484.0,29,0,0.0
485.0,38,0,0.0
486.0,30,0,0.0
487.0,36,0,0.0
488.0,35,0,0.0
489.0,32,0,0.0
490.0,40,0,0.0
491.0,32,0,0.0
492.0,38,0,0.0
493.0,35,0,0.0
494.0,37,0,0.0
495.0,38,0,0.0
496.0,42,0,0.0
497.0,36,0,0.0
498.0,39,0,0.0
499.0,40,0,0.0
500.0,36,0,0.0
501.0,39,0,0.0
502.0,37,0,0.0
503.0,39,0,0.0
504.0,38,0,0.0
505.0,46,0,0.0
506.0,38,0,0.0
507.0,46,0,0.0
508.0,42,0,0.0
509.0,39,0,0.0
510.0,46,0,0.0
511.0,40,0,0.0
512.0,44,0,0.0
513.0,44,0,0.0
514.0,42,0,0.0
515.0,53,0,0.0
516.0,52,0,0.0
517.0,54,0,0.0
518.0,49,0,0.0
519.0,53,0,0.0
520.0,50,0,0.0
521.0,56,0,0.0
522.0,68,0,0.0
523.0,75,0,0.0
524.0,124,1,0.8064516129032258
525.0,66,0,0.0
526.0,84,0,0.0
527.0,82,0,0.0
528.0,136,1,0.7352941176470588
529.0,42,0,0.0
530.0,44,0,0.0
531.0,47,0,0.0
532.0,115,0,0.0
533.0,70,0,0.0
534.0,101,1,0.9900990099009901
535.0,79,0,0.0
536.0,85,1,1.1764705882352942
537.0,28,0,0.0
538.0,22,0,0.0
539.0,26,0,0.0
540.0,22,0,0.0
541.0,25,0,0.0
542.0,23,0,0.0
543.0,27,0,0.0
544.0,26,0,0.0
545.0,24,0,0.0
546.0,32,0,0.0
547.0,21,0,0.0
548.0,29,0,0.0
549.0,24,0,0.0
550.0,21,0,0.0
551.0,30,0,0.0
552.0,23,0,0.0
553.0,21,0,0.0
554.0,22,0,0.0
555.0,26,0,0.0
556.0,23,0,0.0
557.0,25,0,0.0
558.0,29,0,0.0
559.0,27,0,0.0
560.0,96,0,0.0
561.0,31,0,0.0
562.0,57,0,0.0
563.0,60,0,0.0
564.0,79,0,0.0
565.0,80,0,0.0
566.0,39,0,0.0
567.0,32,0,0.0
568.0,55,0,0.0
569.0,74,0,0.0
570.0,28,0,0.0
571.0,37,0,0.0
572.0,25,0,0.0
573.0,92,0,0.0
574.0,53,1,1.8867924528301887
575.0,17,0,0.0
576.0,20,0,0.0
577.0,13,0,0.0
578.0,20,0,0.0
579.0,16,0,0.0
580.0,18,0,0.0
581.0,18,0,0.0
582.0,19,0,0.0
583.0,20,0,0.0
584.0,11,0,0.0
585.0,21,0,0.0
586.0,18,0,0.0
587.0,15,0,0.0
588.0,21,0,0.0
589.0,17,0,0.0
590.0,15,0,0.0
591.0,22,0,0.0
592.0,17,0,0.0
593.0,14,0,0.0
594.0,22,0,0.0
595.0,14,0,0.0
596.0,17,0,0.0
597.0,21,0,0.0
598.0,14,0,0.0
599.0,18,0,0.0
600.0,19,0,0.0
601.0,17,0,0.0
602.0,20,0,0.0
603.0,13,0,0.0
604.0,19,0,0.0
605.0,18,0,0.0
606.0,16,0,0.0
607.0,18,0,0.0
608.0,18,0,0.0
609.0,21,0,0.0
610.0,12,0,0.0
611.0,21,0,0.0
612.0,14,0,0.0
613.0,16,0,0.0
614.0,25,0,0.0
615.0,11,0,0.0
616.0,19,0,0.0
617.0,17,0,0.0
618.0,18,0,0.0
619.0,18,0,0.0
620.0,17,0,0.0
621.0,17,0,0.0
622.0,17,0,0.0
623.0,18,0,0.0
624.0,16,0,0.0
625.0,20,0,0.0
626.0,16,0,0.0
627.0,17,0,0.0
628.0,18,0,0.0
629.0,15,0,0.0
630.0,18,0,0.0
631.0,19,0,0.0
632.0,18,0,0.0
633.0,16,0,0.0
634.0,18,0,0.0
635.0,18,0,0.0
636.0,15,0,0.0
637.0,16,0,0.0
638.0,19,0,0.0
639.0,20,0,0.0
640.0,15,0,0.0
641.0,18,0,0.0
642.0,16,0,0.0
643.0,18,0,0.0
644.0,19,0,0.0
645.0,15,0,0.0
646.0,19,0,0.0
647.0,13,0,0.0
648.0,21,0,0.0
649.0,15,0,0.0
650.0,17,0,0.0
651.0,20,0,0.0
652.0,14,0,0.0
653.0,19,0,0.0
654.0,14,0,0.0
655.0,20,0,0.0
656.0,15,0,0.0
657.0,16,0,0.0
658.0,23,0,0.0
659.0,12,0,0.0
660.0,22,0,0.0
661.0,14,0,0.0
662.0,16,0,0.0
663.0,21,0,0.0
664.0,11,0,0.0
665.0,25,0,0.0
666.0,14,0,0.0
667.0,17,0,0.0
668.0,20,0,0.0
669.0,11,0,0.0
670.0,23,0,0.0
671.0,12,0,0.0
672.0,25,0,0.0
673.0,13,0,0.0
674.0,18,0,0.0
675.0,18,0,0.0
676.0,15,0,0.0
677.0,22,0,0.0
678.0,11,0,0.0
679.0,22,0,0.0
680.0,14,0,0.0
681.0,17,0,0.0
682.0,23,0,0.0
683.0,9,0,0.0
684.0,24,0,0.0
685.0,16,0,0.0
686.0,19,0,0.0
687.0,13,0,0.0
688.0,18,0,0.0
689.0,20,0,0.0
690.0,16,0,0.0
691.0,20,0,0.0
692.0,13,0,0.0
693.0,22,0,0.0
694.0,15,0,0.0
695.0,14,0,0.0
696.0,25,0,0.0
697.0,13,0,0.0
698.0,17,0,0.0
699.0,20,0,0.0
700.0,15,0,0.0
701.0,21,0,0.0
702.0,16,0,0.0
703.0,17,0,0.0
704.0,18,0,0.0
705.0,16,0,0.0
706.0,18,0,0.0
707.0,17,0,0.0
708.0,19,0,0.0
709.0,15,0,0.0
710.0,21,0,0.0
711.0,14,0,0.0
712.0,19,0,0.0
713.0,18,0,0.0
714.0,14,0,0.0
715.0,22,0,0.0
716.0,14,0,0.0
717.0,22,0,0.0
718.0,17,0,0.0
719.0,18,0,0.0
720.0,13,0,0.0
721.0,17,0,0.0
722.0,21,0,0.0
723.0,15,0,0.0
724.0,20,0,0.0
725.0,13,0,0.0
726.0,20,0,0.0
727.0,20,0,0.0
728.0,13,0,0.0
729.0,21,0,0.0
730.0,12,0,0.0
731.0,20,0,0.0
732.0,20,0,0.0
733.0,17,0,0.0
734.0,19,0,0.0
735.0,18,0,0.0
736.0,13,0,0.0
737.0,19,0,0.0
738.0,16,0,0.0
739.0,16,0,0.0
740.0,21,0,0.0
741.0,14,0,0.0
742.0,23,0,0.0
743.0,13,0,0.0
744.0,17,0,0.0
745.0,21,0,0.0
746.0,13,0,0.0
747.0,18,0,0.0
748.0,18,0,0.0
749.0,20,0,0.0
750.0,15,0,0.0
751.0,18,0,0.0
752.0,16,0,0.0
753.0,17,0,0.0
754.0,18,0,0.0
755.0,17,0,0.0
756.0,15,0,0.0
757.0,16,0,0.0
758.0,22,0,0.0
759.0,16,0,0.0
760.0,14,0,0.0
761.0,21,0,0.0
762.0,16,0,0.0
763.0,16,0,0.0
764.0,20,0,0.0
765.0,16,0,0.0
766.0,16,0,0.0
767.0,17,0,0.0
768.0,18,0,0.0
769.0,14,0,0.0
770.0,20,0,0.0
771.0,15,0,0.0
772.0,21,0,0.0
773.0,12,0,0.0
774.0,23,0,0.0
775.0,13,0,0.0
776.0,15,0,0.0
777.0,23,0,0.0
778.0,12,0,0.0
779.0,21,0,0.0
780.0,14,0,0.0
781.0,23,0,0.0
782.0,12,0,0.0
783.0,17,0,0.0
784.0,17,0,0.0
785.0,17,0,0.0
786.0,20,0,0.0
787.0,12,0,0.0
788.0,21,0,0.0
789.0,13,0,0.0
790.0,20,0,0.0
791.0,17,0,0.0
792.0,17,0,0.0
793.0,21,0,0.0
794.0,10,0,0.0
795.0,17,0,0.0
796.0,19,0,0.0
797.0,17,0,0.0
798.0,18,0,0.0
799.0,14,0,0.0
800.0,21,0,0.0
801.0,14,0,0.0
802.0,12,0,0.0
803.0,22,0,0.0
804.0,15,0,0.0
805.0,19,0,0.0
806.0,16,0,0.0
807.0,17,0,0.0
808.0,17,0,0.0
809.0,15,0,0.0
810.0,20,0,0.0
811.0,11,0,0.0
812.0,21,0,0.0
813.0,13,0,0.0
814.0,19,0,0.0
815.0,17,0,0.0
816.0,15,0,0.0
817.0,16,0,0.0
818.0,16,0,0.0
819.0,16,0,0.0
820.0,20,0,0.0
821.0,12,0,0.0
822.0,21,0,0.0
823.0,12,0,0.0
824.0,20,0,0.0
825.0,11,0,0.0
826.0,18,0,0.0
827.0,20,0,0.0
828.0,13,0,0.0
829.0,20,0,0.0
830.0,13,0,0.0
831.0,14,0,0.0
832.0,21,0,0.0
833.0,10,0,0.0
834.0,24,0,0.0
835.0,11,0,0.0
836.0,15,0,0.0
837.0,20,0,0.0
838.0,11,0,0.0
839.0,22,0,0.0
840.0,12,0,0.0
841.0,13,0,0.0
842.0,22,0,0.0
843.0,11,0,0.0
844.0,19,0,0.0
845.0,15,0,0.0
846.0,12,0,0.0
847.0,22,0,0.0
848.0,10,0,0.0
849.0,22,0,0.0
850.0,13,0,0.0
851.0,18,0,0.0
852.0,14,0,0.0
853.0,19,0,0.0
854.0,14,0,0.0
855.0,14,0,0.0
856.0,16,0,0.0
857.0,18,0,0.0
858.0,15,0,0.0
859.0,20,0,0.0
860.0,11,0,0.0
861.0,21,0,0.0
862.0,14,0,0.0
863.0,19,0,0.0
864.0,15,0,0.0
865.0,16,0,0.0
866.0,14,0,0.0
867.0,18,0,0.0
868.0,16,0,0.0
869.0,17,0,0.0
870.0,15,0,0.0
871.0,17,0,0.0
872.0,15,0,0.0
873.0,19,0,0.0
874.0,19,0,0.0
875.0,15,0,0.0
876.0,16,0,0.0
877.0,17,0,0.0
878.0,18,0,0.0
879.0,17,0,0.0
880.0,18,0,0.0
881.0,13,0,0.0
882.0,20,0,0.0
883.0,17,0,0.0
884.0,16,0,0.0
885.0,19,0,0.0
886.0,12,0,0.0
887.0,27,0,0.0
888.0,10,0,0.0
889.0,24,0,0.0
890.0,14,0,0.0
891.0,18,0,0.0
892.0,18,0,0.0
893.0,2,0,0.0
894.0,1,0,0.0
895.0,4,0,0.0
896.0,4,0,0.0
897.0,18,0,0.0
898.0,15,0,0.0
899.0,15,0,0.0
900.0,16,0,0.0
901.0,18,0,0.0
902.0,14,0,0.0
903.0,3,0,0.0
905.0,2,0,0.0
906.0,2,0,0.0
907.0,9,0,0.0
908.0,17,0,0.0
909.0,15,0,0.0
910.0,18,0,0.0
911.0,15,0,0.0
912.0,18,0,0.0
913.0,19,0,0.0
914.0,3,0,0.0
915.0,10,0,0.0
916.0,12,0,0.0
917.0,18,0,0.0
918.0,15,0,0.0
919.0,21,0,0.0
920.0,12,0,0.0
921.0,20,0,0.0
922.0,18,0,0.0
923.0,17,0,0.0
924.0,17,0,0.0
925.0,9,0,0.0
926.0,11,0,0.0
927.0,20,0,0.0
928.0,15,0,0.0
929.0,17,0,0.0
930.0,20,0,0.0
931.0,18,0,0.0
932.0,25,0,0.0
933.0,18,0,0.0
934.0,26,0,0.0
935.0,19,0,0.0
936.0,23,0,0.0
937.0,14,0,0.0
938.0,23,0,0.0
939.0,25,0,0.0
940.0,21,0,0.0
941.0,21,0,0.0
942.0,29,0,0.0
943.0,19,0,0.0
944.0,30,0,0.0
945.0,24,0,0.0
946.0,27,0,0.0
947.0,15,0,0.0
948.0,31,0,0.0
949.0,25,0,0.0
950.0,23,0,0.0
951.0,31,0,0.0
952.0,28,0,0.0
953.0,32,0,0.0
954.0,24,0,0.0
955.0,34,0,0.0
956.0,33,0,0.0
957.0,27,0,0.0
958.0,24,0,0.0
959.0,32,0,0.0
960.0,34,0,0.0
961.0,34,0,0.0
962.0,35,0,0.0
963.0,37,0,0.0
964.0,38,0,0.0
965.0,38,0,0.0
966.0,42,0,0.0
967.0,36,0,0.0
968.0,31,0,0.0
969.0,35,0,0.0
970.0,39,0,0.0
971.0,46,0,0.0
972.0,42,0,0.0
973.0,45,0,0.0
974.0,45,0,0.0
975.0,43,0,0.0
976.0,49,0,0.0
977.0,47,0,0.0
978.0,41,0,0.0
979.0,32,0,0.0
980.0,49,0,0.0
981.0,47,0,0.0
982.0,52,0,0.0
983.0,51,0,0.0
984.0,56,0,0.0
985.0,57,0,0.0
986.0,56,0,0.0
987.0,58,0,0.0
988.0,52,0,0.0
989.0,28,0,0.0
990.0,53,0,0.0
991.0,58,0,0.0
992.0,57,0,0.0
993.0,63,0,0.0
994.0,64,0,0.0
995.0,61,0,0.0
996.0,63,0,0.0
997.0,59,0,0.0
998.0,63,0,0.0
999.0,42,0,0.0
1000.0,40,0,0.0
1001.0,62,0,0.0
1002.0,63,0,0.0
1003.0,63,0,0.0
1004.0,62,0,0.0
1005.0,63,0,0.0
1006.0,64,0,0.0
1007.0,60,0,0.0
1008.0,69,0,0.0
1009.0,57,0,0.0
1010.0,29,0,0.0
1011.0,54,0,0.0
1012.0,361,3,0.8310249307479225
1013.0,448,4,0.8928571428571428
1014.0,539,5,0.927643784786642
1015.0,32,0,0.0
1016.0,134,1,0.7462686567164178
1017.0,27,0,0.0
1018.0,26,0,0.0
1019.0,33,0,0.0
1020.0,16,0,0.0
1021.0,10,0,0.0
1022.0,28,0,0.0
1023.0,25,0,0.0
1024.0,27,0,0.0
1025.0,25,0,0.0
1026.0,30,0,0.0
1027.0,28,0,0.0
1028.0,53,1,1.8867924528301887
1029.0,36,1,2.7777777777777777
1030.0,41,1,2.4390243902439024
1031.0,12,1,8.333333333333332
1032.0,11,1,9.090909090909092
1033.0,42,1,2.380952380952381
1034.0,144,2,1.3888888888888888
1035.0,46,1,2.1739130434782608
1036.0,57,1,1.7543859649122806
1037.0,78,1,1.282051282051282
1038.0,242,2,0.8264462809917356
1039.0,78,1,1.282051282051282
1040.0,281,2,0.7117437722419928
1041.0,245,2,0.8163265306122449
1042.0,128,1,0.78125
1043.0,26,0,0.0
1044.0,347,3,0.8645533141210375
1045.0,465,4,0.8602150537634409
1046.0,628,6,0.9554140127388535
1047.0,103,1,0.9708737864077669
1048.0,1,0,0.0
1049.0,1,0,0.0
1050.0,1,0,0.0
1051.0,1,0,0.0
1052.0,1,0,0.0
1053.0,1,0,0.0
1054.0,1,0,0.0
1055.0,1,0,0.0
1056.0,1,0,0.0
1057.0,1,0,0.0
1058.0,2,0,0.0
1059.0,1,0,0.0
1060.0,1,0,0.0
1061.0,2,0,0.0
1062.0,1,0,0.0
1063.0,1,0,0.0
1064.0,1,0,0.0
1065.0,3,0,0.0
1066.0,5,0,0.0
1067.0,2,0,0.0
1068.0,2,0,0.0
1069.0,2,0,0.0
1070.0,2,0,0.0
1071.0,2,0,0.0
1072.0,1,0,0.0
1073.0,102,1,0.9803921568627451
